State,Area_Name,HH_income_2010,HH_income_2011,HH_income_2012,HH_income_2013,HH_income_2014,HH_income_2015,HH_income_2016,HH_income_2017
TX,Somervell County,"49,582","52,134","52,988","56,282","51,733","58,040","56,944","62,803"
TX,Starr County,"24,497","24,537","23,358","25,408","26,699","28,292","26,691","28,377"
TX,Stephens County,"38,002","37,167","40,805","43,779","44,110","45,410","42,831","41,977"
TX,Sterling County,"49,064","50,943","51,059","57,266","59,854","62,759","60,577","55,690"
TX,Stonewall County,"36,687","37,513","39,054","42,158","42,780","45,928","44,225","43,702"
TX,Sutton County,"51,386","53,501","60,695","59,098","60,435","60,310","54,760","57,986"
TX,Swisher County,"33,786","35,736","37,076","35,601","37,527","40,584","38,790","41,264"
TX,Tarrant County,"52,482","52,882","56,030","56,906","58,127","60,735","61,553","65,021"
TX,Taylor County,"41,558","40,718","43,181","44,081","45,559","47,388","48,215","50,338"
TX,Terrell County,"35,683","39,260","37,395","36,712","39,503","43,815","41,114","39,033"
TX,Terry County,"34,495","31,984","34,928","37,489","38,752","43,357","38,910","40,899"
TX,Throckmorton County,"37,273","39,860","41,149","41,582","43,618","43,225","42,876","38,162"
TX,Titus County,"37,818","38,221","39,312","40,501","40,680","41,538","45,324","47,097"
TX,Tom Green County,"39,004","41,626","43,393","45,405","45,261","47,756","48,221","49,462"
TX,Travis County,"51,905","53,303","57,293","60,372","61,779","65,244","70,068","72,785"
TX,Trinity County,"34,045","32,745","33,771","33,447","36,645","37,213","38,973","34,741"
TX,Tyler County,"37,914","36,384","39,255","40,986","40,442","40,820","43,617","43,394"
TX,Upshur County,"42,508","44,434","43,356","46,489","46,346","45,494","49,015","47,517"
TX,Upton County,"47,407","47,854","49,846","54,549","55,918","57,085","56,335","56,448"
TX,Uvalde County,"31,941","32,749","32,920","35,813","37,933","37,700","36,913","39,610"
TX,Val Verde County,"36,647","38,574","39,864","38,645","41,437","42,465","42,104","41,441"
TX,Van Zandt County,"41,476","41,452","42,563","43,220","43,377","47,252","49,751","50,308"
TX,Victoria County,"46,566","45,687","49,012","51,544","51,003","55,406","53,659","52,161"
TX,Walker County,"37,160","38,138","38,024","40,092","39,984","41,429","42,709","42,304"
TX,Waller County,"46,313","47,180","47,015","49,326","50,589","50,746","56,407","55,224"
TX,Ward County,"41,625","43,871","46,047","51,026","53,244","57,570","63,809","53,242"
TX,Washington County,"44,245","44,897","45,657","49,472","55,139","51,879","53,157","51,276"
TX,Webb County,"34,878","35,295","35,974","38,652","37,935","39,237","36,718","41,979"
TX,Wharton County,"36,097","41,911","40,716","42,862","44,110","45,198","46,097","46,194"
TX,Wheeler County,"41,228","45,848","47,012","51,922","52,548","51,114","47,476","45,356"
TX,Wichita County,"39,299","42,738","43,791","43,473","43,379","45,430","45,071","44,593"
TX,Wilbarger County,"38,913","35,785","37,304","37,840","39,377","43,073","40,955","40,353"
TX,Willacy County,"28,307","28,487","29,225","28,945","29,782","30,287","31,225","30,392"
TX,Williamson County,"66,152","70,276","71,272","71,252","73,098","78,531","82,370","82,131"
TX,Wilson County,"55,992","56,873","61,103","60,844","62,752","68,805","66,045","70,829"
TX,Winkler County,"45,237","47,674","48,727","54,294","55,493","55,331","53,312","51,965"
TX,Wise County,"52,117","55,118","53,927","58,392","59,904","58,367","57,609","60,675"
TX,Wood County,"40,149","39,514","45,466","45,763","42,753","45,753","47,260","49,739"
TX,Yoakum County,"48,953","48,521","55,063","57,995","60,738","59,752","57,114","58,363"
TX,Young County,"40,490","40,133","43,248","44,372","41,872","49,079","52,133","44,909"
TX,Zapata County,"29,915","30,104","33,462","34,506","33,291","35,754","34,136","32,172"
TX,Zavala County,"22,948","22,982","25,157","25,291","26,336","27,711","25,507","28,867"
UT,Utah,"54,740","55,802","57,067","59,715","60,943","62,961","65,931","68,395"
UT,Beaver County,"44,077","44,126","46,309","46,138","50,818","50,492","49,843","51,187"
UT,Box Elder County,"55,534","51,558","53,830","60,372","56,313","58,380","57,875","63,624"
UT,Cache County,"47,367","47,589","47,609","49,556","51,735","51,951","57,422","55,036"
UT,Carbon County,"45,244","47,585","47,214","44,594","47,340","47,894","49,743","47,627"
UT,Daggett County,"41,248","48,751","50,911","53,080","53,006","57,368","54,784","55,521"
UT,Davis County,"64,840","68,974","69,019","70,456","70,797","72,268","77,095","80,433"
UT,Duchesne County,"53,196","54,973","57,945","61,386","61,976","63,149","56,408","60,569"
UT,Emery County,"51,205","48,745","51,819","52,070","49,709","54,086","54,569","52,877"
UT,Garfield County,"42,668","40,762","41,786","43,798","45,666","45,509","47,901","50,945"
UT,Grand County,"39,726","41,410","42,702","42,368","43,344","44,858","55,916","48,920"
UT,Iron County,"39,980","41,094","41,804","43,439","43,615","45,118","45,581","48,168"
UT,Juab County,"51,917","51,762","51,823","51,942","55,204","55,201","57,820","60,078"
UT,Kane County,"43,939","42,515","43,128","46,350","48,456","47,530","48,697","49,982"
UT,Millard County,"45,810","47,316","48,472","51,424","52,623","52,206","55,656","56,215"
UT,Morgan County,"71,484","74,509","75,348","83,496","82,597","81,358","85,681","96,201"
UT,Piute County,"35,233","34,079","36,403","37,897","37,730","39,507","39,659","41,334"
UT,Rich County,"51,902","50,980","53,643","54,640","56,772","58,645","60,008","58,807"
UT,Salt Lake County,"56,664","56,166","58,743","61,716","62,536","65,549","68,404","71,396"
UT,San Juan County,"37,259","37,444","38,329","40,327","40,590","39,305","42,747","43,962"
UT,Sanpete County,"39,999","45,231","43,921","45,338","44,644","46,929","47,768","52,251"
UT,Sevier County,"44,830","43,190","45,243","49,877","48,622","48,711","50,909","52,668"
UT,Summit County,"74,535","85,221","84,672","81,907","92,560","93,235","94,540","100,879"
UT,Tooele County,"60,541","61,719","61,927","59,400","64,193","67,938","64,675","72,198"
UT,Uintah County,"54,090","58,936","60,419","62,028","65,489","67,561","64,184","57,355"
UT,Utah County,"54,385","58,077","58,167","60,069","60,957","65,425","69,568","70,461"
UT,Wasatch County,"61,593","56,379","62,014","64,423","65,207","75,112","73,077","83,344"
UT,Washington County,"48,247","46,001","45,305","50,378","50,169","54,398","54,876","55,518"
UT,Wayne County,"42,456","39,593","40,185","38,945","42,366","41,596","43,080","43,805"
UT,Weber County,"53,612","52,183","54,169","54,055","59,293","58,786","62,768","62,937"
VT,Vermont,"49,393","52,033","52,700","52,511","54,153","56,883","57,661","58,271"
VT,Addison County,"51,967","54,542","55,120","54,683","59,089","58,408","59,731","59,467"
VT,Bennington County,"47,161","44,701","48,306","48,290","44,674","50,506","51,989","52,770"
VT,Caledonia County,"40,219","42,452","42,558","43,011","45,029","46,403","48,747","46,299"
VT,Chittenden County,"56,016","60,865","62,374","62,618","61,908","67,112","67,833","65,851"
VT,Essex County,"34,947","34,535","35,207","36,140","35,570","41,764","40,813","40,288"
VT,Franklin County,"51,296","53,412","53,436","55,912","59,184","59,280","59,418","60,670"
VT,Grand Isle County,"54,907","56,241","54,915","57,559","60,081","68,342","65,601","61,971"
VT,Lamoille County,"47,994","46,549","49,256","46,742","49,142","54,076","56,207","56,965"
VT,Orange County,"48,008","50,192","49,747","51,348","53,025","54,552","54,272","56,138"
VT,Orleans County,"36,515","39,598","40,764","40,522","42,089","42,884","43,107","44,070"
VT,Rutland County,"43,600","46,542","45,168","45,757","44,888","51,164","50,569","53,492"
VT,Washington County,"51,334","54,840","56,710","52,619","58,673","56,333","55,803","62,203"
VT,Windham County,"43,045","46,566","49,098","46,642","49,616","49,298","47,074","47,827"
VT,Windsor County,"48,804","49,295","50,094","51,218","51,513","53,984","58,123","58,403"
VA,Virginia,"60,665","61,877","61,782","62,745","64,923","66,263","68,127","71,518"
VA,Accomack County,"37,312","37,714","36,957","38,064","38,390","38,690","39,040","44,038"
VA,Albemarle County,"61,845","63,972","70,813","70,032","67,083","71,293","73,132","77,591"
VA,Alleghany County,"43,110","45,108","44,530","44,983","45,454","45,210","47,037","49,655"
VA,Amelia County,"49,057","49,399","49,714","52,055","51,738","53,078","56,172","54,979"
VA,Amherst County,"42,063","44,494","43,791","47,268","43,998","48,646","46,497","48,980"
VA,Appomattox County,"44,479","44,097","43,814","44,062","44,397","49,461","51,431","50,148"
VA,Arlington County,"93,231","98,060","99,255","101,533","107,143","104,354","108,635","114,705"
VA,Augusta County,"50,534","51,036","49,773","54,834","57,808","56,867","56,784","58,368"
VA,Bath County,"41,266","42,423","44,524","42,951","43,852","44,401","47,059","48,753"
VA,Bedford County,"51,656","58,264","56,910","56,888","55,507","54,153","55,708","65,172"
VA,Bland County,"39,975","41,654","42,843","41,939","42,624","44,727","44,827","45,564"
VA,Botetourt County,"63,528","62,204","60,943","61,005","63,646","62,591","68,390","70,388"
VA,Brunswick County,"36,806","35,207","34,621","37,800","37,344","39,748","39,433","42,569"
VA,Buchanan County,"29,712","32,722","32,848","31,621","32,083","32,433","31,763","32,993"
VA,Buckingham County,"37,568","37,440","34,415","39,538","38,731","43,774","42,455","41,763"
VA,Campbell County,"42,158","47,450","41,193","47,982","46,663","46,938","49,935","50,849"
VA,Caroline County,"52,779","52,496","54,336","55,760","56,099","54,696","55,423","62,207"
VA,Carroll County,"34,796","34,891","32,777","36,218","38,474","42,790","40,390","42,262"
VA,Charles City County,"45,916","45,960","47,828","48,394","49,768","51,645","56,907","54,504"
VA,Charlotte County,"33,899","35,677","32,873","35,715","36,339","37,819","38,557","40,864"
VA,Chesterfield County,"69,190","71,074","70,371","67,454","72,972","75,107","76,260","80,573"
VA,Clarke County,"67,962","74,472","67,922","74,384","70,281","71,789","76,753","76,359"
VA,Craig County,"44,882","45,789","38,268","45,527","46,551","47,832","48,221","50,210"
VA,Culpeper County,"56,897","58,596","59,609","63,876","62,394","63,728","67,023","69,318"
VA,Cumberland County,"39,394","40,080","36,988","41,799","41,409","40,958","42,692","44,699"
VA,Dickenson County,"32,955","33,494","35,147","33,386","32,103","32,620","32,795","33,383"
VA,Dinwiddie County,"50,535","50,152","51,131","51,864","52,288","52,694","54,805","57,284"
VA,Essex County,"43,125","42,550","42,012","44,427","48,277","47,427","50,033","50,112"
VA,Fairfax County,"102,726","105,409","106,690","110,658","110,507","112,844","115,518","117,989"
VA,Fauquier County,"83,176","85,096","82,957","82,705","89,106","89,610","91,372","96,835"
VA,Floyd County,"44,188","39,997","42,211","41,652","43,355","48,448","42,670","48,341"
VA,Fluvanna County,"63,869","62,086","63,307","63,117","64,258","65,899","70,005","71,863"
VA,Franklin County,"40,931","49,003","43,427","48,070","47,419","49,117","52,424","51,031"
VA,Frederick County,"62,173","64,501","64,027","68,166","65,485","69,991","69,346","72,139"
VA,Giles County,"40,773","43,139","44,365","43,504","45,979","46,727","51,780","52,808"
VA,Gloucester County,"58,893","58,282","57,173","58,824","58,900","63,742","64,296","63,902"
VA,Goochland County,"81,938","76,804","81,707","76,843","86,610","86,257","88,815","100,686"
VA,Grayson County,"31,930","31,286","32,611","33,302","31,893","37,684","36,113","37,247"
VA,Greene County,"57,592","60,710","59,718","59,730","61,762","60,406","66,170","65,394"
VA,Greensville County,"38,702","37,861","36,996","38,036","36,459","40,252","41,539","47,097"
VA,Halifax County,"35,879","35,170","36,203","35,553","39,079","40,432","39,859","42,552"
VA,Hanover County,"72,319","71,714","74,660","77,316","81,940","81,900","83,405","89,723"
VA,Henrico County,"59,128","58,110","58,723","60,050","62,446","65,524","66,524","67,434"
VA,Henry County,"32,669","32,596","34,232","36,066","34,842","36,695","36,703","41,206"
VA,Highland County,"35,793","37,286","37,501","38,314","38,636","42,363","42,837","43,939"
VA,Isle of Wight County,"62,224","60,922","64,606","62,495","64,350","67,480","70,982","70,842"
VA,James City County,"74,241","73,575","78,396","75,806","75,926","77,668","84,035","88,149"
VA,King and Queen County,"44,277","45,087","45,090","44,697","46,331","47,513","52,115","51,055"
VA,King George County,"77,200","75,935","75,861","78,180","76,206","81,128","80,664","86,878"
VA,King William County,"64,205","57,779","62,005","61,183","64,305","64,651","68,053","69,806"
VA,Lancaster County,"44,296","43,470","47,769","46,578","45,827","47,098","44,941","50,793"
VA,Lee County,"31,116","30,341","30,606","32,092","31,429","32,135","32,466","32,152"
VA,Loudoun County,"119,075","119,525","118,934","117,680","122,641","125,900","134,609","136,191"
VA,Louisa County,"50,101","53,267","54,836","53,170","60,121","57,015","52,671","60,641"
VA,Lunenburg County,"35,260","34,488","33,618","37,712","37,548","38,941","38,313","36,591"
VA,Madison County,"49,389","52,116","51,094","51,805","52,513","53,655","56,774","58,680"
VA,Mathews County,"53,418","54,113","57,051","55,128","58,268","56,119","59,439","59,296"
VA,Mecklenburg County,"35,196","36,372","37,435","38,439","38,500","33,650","45,827","42,275"
VA,Middlesex County,"45,686","46,171","48,066","47,399","48,921","52,407","49,840","51,534"
VA,Montgomery County,"42,827","44,066","42,307","46,024","43,484","51,157","51,428","54,297"
VA,Nelson County,"47,368","46,055","47,234","45,990","48,076","49,621","54,188","53,965"
VA,New Kent County,"67,979","69,885","68,862","72,150","72,406","79,322","84,486","89,682"
VA,Northampton County,"35,308","35,594","32,138","36,211","36,822","37,515","39,348","41,160"
VA,Northumberland County,"46,320","45,908","47,143","49,054","51,422","52,075","52,957","53,381"
VA,Nottoway County,"36,975","36,712","36,818","34,805","37,996","39,544","40,514","40,911"
VA,Orange County,"53,837","56,967","58,673","60,829","59,282","59,482","64,656","62,707"
VA,Page County,"37,970","40,118","41,300","41,070","44,851","43,313","45,834","45,691"
VA,Patrick County,"33,678","34,486","33,818","34,654","34,885","37,360","38,539","40,421"
VA,Pittsylvania County,"41,031","40,664","42,236","40,608","44,207","42,390","46,192","47,411"
VA,Powhatan County,"70,025","71,507","73,639","74,820","75,539","77,761","78,047","87,756"
VA,Prince Edward County,"36,100","36,503","37,636","39,077","37,543","41,088","41,072","43,761"
VA,Prince George County,"59,346","56,374","62,475","65,625","61,792","63,320","66,775","68,884"
VA,Prince William County,"91,290","93,101","93,011","93,671","91,886","99,206","97,549","100,431"
VA,Pulaski County,"41,184","39,054","42,502","43,555","46,186","48,218","49,554","48,743"
VA,Rappahannock County,"57,499","59,277","58,276","60,945","62,800","62,729","65,278","68,166"
VA,Richmond County,"40,596","39,624","41,190","42,738","42,204","43,888","45,403","48,355"
VA,Roanoke County,"57,720","60,382","58,550","57,663","61,935","63,372","62,306","65,171"
VA,Rockbridge County,"44,502","42,567","46,909","46,882","48,497","47,561","50,570","53,606"
VA,Rockingham County,"49,158","51,826","51,137","55,636","55,798","52,953","57,655","59,492"
VA,Russell County,"34,460","30,562","35,912","36,107","37,378","38,386","39,003","39,219"
VA,Scott County,"33,797","35,342","36,566","38,336","36,290","37,567","38,612","39,640"
VA,Shenandoah County,"46,016","47,669","48,677","47,874","45,430","54,281","53,810","56,733"
VA,Smyth County,"35,437","34,916","36,235","37,475","37,831","38,933","40,140","42,008"
VA,Southampton County,"43,232","43,374","43,846","46,547","46,521","48,119","49,595","49,512"
VA,Spotsylvania County,"72,463","75,627","77,298","73,112","75,714","76,181","81,065","85,743"
VA,Stafford County,"93,185","90,748","95,927","93,014","92,647","95,666","97,607","111,184"
VA,Surry County,"46,112","46,486","50,425","50,554","48,707","51,331","51,810","49,064"
VA,Sussex County,"37,019","37,329","36,901","38,948","37,748","39,900","41,790","41,594"
VA,Tazewell County,"35,485","36,521","34,760","38,336","38,292","40,476","38,992","38,855"
